preço,endereço,área,quartos,vagas,bairro
R$ 2.800.000,Rua Forte William,347 m²,4 quartos,5 vagas, Vila Andrade
R$ 740.000,Avenida José Galante,127 m²,3 quartos,2 vagas, Vila Andrade
R$ 980.000,Rua Marcus Pereira,373 m²,4 quartos,4 vagas, Vila Andrade
R$ 590.000,Rua José Gonçalves,118 m²,3 quartos,3 vagas, Vila Andrade
R$ 870.000,Rua Iupeba,157 m²,3 quartos,3 vagas, Vila Andrade
"R$ 386.489,53",Rua José Arzão,64 m²,3 quartos,1 vaga, Vila Andrade
R$ 380.000,Rua do Símbolo,74 m²,2 quartos,1 vaga, Vila Andrade
R$ 435.000,Rua Alexandre Archipenko,72 m²,3 quartos,2 vagas, Vila Andrade
R$ 700.000,Rua Doutor Oscar Monteiro de Barros,156 m²,3 quartos,4 vagas, Vila Andrade
R$ 1.125.000,Avenida Doutor Guilherme Dumont Villares,229 m²,4 quartos,4 vagas, Vila Andrade
R$ 900.000,Rua Doutor James Ferraz Alvim,292 m²,3 quartos,3 vagas, Vila Andrade
R$ 1.900.000,Rua Professor Alexandre Correia,283 m²,4 quartos,4 vagas, Vila Andrade
R$ 3.200.000,Rua Forte William,233 m²,4 quartos,5 vagas, Vila Andrade
R$ 790.000,Rua Doutor Oscar Monteiro de Barros,158 m²,3 quartos,3 vagas, Vila Andrade
R$ 432.000,Rua Doutor Chibata Miyakoshi,57 m²,2 quartos,2 vagas, Vila Andrade
R$ 3.700.000,Estrada Carlos Queiroz Telles,370 m²,4 quartos,5 vagas, Vila Andrade
R$ 1.300.000,Avenida Giovanni Gronchi,455 m²,4 quartos,3 vagas, Vila Andrade
R$ 950.000,Avenida José Galante,235 m²,4 quartos,4 vagas, Vila Andrade
R$ 2.200.000,Avenida José Galante,370 m²,3 quartos,5 vagas, Vila Andrade
R$ 675.000,Rua Carvalho de Freitas,103 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.800.000,Avenida Giovanni Gronchi,675 m²,4 quartos,3 vagas, Vila Andrade
R$ 1.300.000,Rua Doutor James Ferraz Alvim,258 m²,3 quartos,4 vagas, Vila Andrade
R$ 380.000,Rua Heitor de Souza Pinheiro,38 m²,1 quarto,1 vaga, Vila Andrade
R$ 1.490.000,Rua Deputado João Sussumu Hirata,343 m²,4 quartos,4 vagas, Vila Andrade
R$ 1.400.000,Rua José de Oliveira Coelho,199 m²,3 quartos,3 vagas, Vila Andrade
R$ 450.000,Avenida Giovanni Gronchi,104 m²,2 quartos,2 vagas, Vila Andrade
R$ 1.400.000,Avenida José Galante,290 m²,4 quartos,5 vagas, Vila Andrade
R$ 460.000,Rua Marie Nader Calfat,85 m²,3 quartos,2 vagas, Vila Andrade
R$ 730.000,Rua Frederico Guarinon,155 m²,3 quartos,2 vagas, Vila Andrade
R$ 720.000,Avenida José Galante,127 m²,4 quartos,2 vagas, Vila Andrade
R$ 530.000,Rua José da Silva Ribeiro,83 m²,2 quartos,2 vagas, Vila Andrade
R$ 610.000,Rua Iubatinga,100 m²,2 quartos,2 vagas, Vila Andrade
R$ 1.500.000,Avenida Giovanni Gronchi,637 m²,4 quartos,3 vagas, Vila Andrade
R$ 4.450.000,Rua Deputado Laércio Corte,440 m²,4 quartos,4 vagas, Vila Andrade
R$ 1.800.000,Avenida Giovanni Gronchi,637 m²,4 quartos,3 vagas, Vila Andrade
R$ 1.120.000,Rua Marcus Pereira,168 m²,3 quartos,3 vagas, Vila Andrade
R$ 465.000,Rua Deputado Laércio Corte,72 m²,2 quartos,1 vaga, Vila Andrade
R$ 295.000,Avenida Giovanni Gronchi,60 m²,2 quartos,1 vaga, Vila Andrade
R$ 980.000,Rua Deputado Laércio Corte,110 m²,2 quartos,2 vagas, Vila Andrade
R$ 440.000,Rua Doutor Oscar Monteiro de Barros,74 m²,2 quartos,2 vagas, Vila Andrade
R$ 265.000,Rua José Carlos de Toledo Piza,56 m²,2 quartos,1 vaga, Vila Andrade
R$ 690.000,Rua Frei Duarte Jorge de Mendonça,120 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.300.000,Rua Alcantarilla,285 m²,4 quartos,4 vagas, Vila Andrade
R$ 560.000,Avenida Doutor Guilherme Dumont Villares,85 m²,3 quartos,2 vagas, Vila Andrade
R$ 340.000,Avenida Giovanni Gronchi,58 m²,2 quartos,2 vagas, Vila Andrade
R$ 380.000,Avenida Giovanni Gronchi,85 m²,2 quartos,1 vaga, Vila Andrade
R$ 440.000,Rua Catuti,69 m²,3 quartos,2 vagas, Vila Andrade
R$ 373.000,Rua Doutor Laerte Setúbal,64 m²,2 quartos,1 vaga, Vila Andrade
R$ 1.225.000,Rua Forte William,168 m²,3 quartos,4 vagas, Vila Andrade
R$ 500.000,Rua Sophia Ambuba,92 m²,3 quartos,2 vagas, Vila Andrade
R$ 430.000,Rua Charles Spencer Chaplin,70 m²,2 quartos,2 vagas, Vila Andrade
R$ 2.500.000,Rua Domenico Perotti,272 m²,4 quartos,4 vagas, Vila Andrade
R$ 390.000,Avenida Giovanni Gronchi,68 m²,3 quartos,2 vagas, Vila Andrade
R$ 375.000,Avenida Giovanni Gronchi,84 m²,2 quartos,2 vagas, Vila Andrade
R$ 365.000,Rua Alexandre Benois,69 m²,3 quartos,1 vaga, Vila Andrade
R$ 520.000,Rua Desembargador Dalmo do Valle Nogueira,75 m²,2 quartos,2 vagas, Vila Andrade
R$ 640.000,Rua Frederico Guarinon,140 m²,4 quartos,2 vagas, Vila Andrade
R$ 890.000,Rua Itajara,158 m²,4 quartos,3 vagas, Vila Andrade
R$ 1.100.000,Rua José Ramon Urtiza,161 m²,3 quartos,3 vagas, Vila Andrade
R$ 550.000,Rua Itamatai,75 m²,3 quartos,2 vagas, Vila Andrade
R$ 590.000,Rua Jamanari,110 m²,3 quartos,2 vagas, Vila Andrade
R$ 2.600.000,Rua Doutor James Ferraz Alvim,500 m²,4 quartos,6 vagas, Vila Andrade
R$ 310.000,Rua Doutor Laerte Setúbal,70 m²,3 quartos,1 vaga, Vila Andrade
R$ 850.000,Rua Frederico Guarinon,220 m²,4 quartos,2 vagas, Vila Andrade
R$ 819.000,Rua Frederico Guarinon,220 m²,3 quartos,2 vagas, Vila Andrade
R$ 650.000,Rua Charles Spencer Chaplin,133 m²,4 quartos,2 vagas, Vila Andrade
R$ 300.000,Rua Francisco José da Silva,38 m²,Studio,1 vaga, Vila Andrade
R$ 300.000,Avenida Giovanni Gronchi,76 m²,2 quartos,1 vaga, Vila Andrade
R$ 1.450.000,Rua Karl Richter,280 m²,4 quartos,4 vagas, Vila Andrade
R$ 447.000,Rua Itatupa,72 m²,3 quartos,2 vagas, Vila Andrade
R$ 650.000,Rua Alcantarilla,79 m²,2 quartos,2 vagas, Vila Andrade
R$ 1.190.000,Rua Alcantarilla,190 m²,4 quartos,3 vagas, Vila Andrade
R$ 300.000,Rua Nazira Carone,40 m²,1 quarto,1 vaga, Vila Andrade
R$ 600.000,Rua Alcantarilla,80 m²,2 quartos,2 vagas, Vila Andrade
R$ 355.000,Rua Delegado Moraes Novaes,55 m²,2 quartos,2 vagas, Vila Andrade
R$ 565.000,Rua Ventura Ladalardo,71 m²,1 quarto,1 vaga, Vila Andrade
R$ 1.050.000,Rua Domingos Lopes da Silva,162 m²,3 quartos,3 vagas, Vila Andrade
R$ 426.000,Rua Heitor de Souza Pinheiro,75 m²,3 quartos,2 vagas, Vila Andrade
R$ 740.000,Rua Doutor Oscar Monteiro de Barros,124 m²,3 quartos,3 vagas, Vila Andrade
R$ 800.000,Rua Doutor Oscar Monteiro de Barros,139 m²,4 quartos,3 vagas, Vila Andrade
R$ 1.190.000,Rua Ventura Ladalardo,140 m²,3 quartos,2 vagas, Vila Andrade
R$ 800.000,Rua Carvalho de Freitas,102 m²,3 quartos,2 vagas, Vila Andrade
R$ 690.000,Rua Carvalho de Freitas,102 m²,2 quartos,2 vagas, Vila Andrade
R$ 1.100.000,Avenida Doutor Guilherme Dumont Villares,182 m²,3 quartos,3 vagas, Vila Andrade
R$ 850.000,Avenida Giovanni Gronchi,136 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.090.000,Rua Deputado Laércio Corte,167 m²,3 quartos,3 vagas, Vila Andrade
R$ 410.000,Rua Alexandre Benois,69 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.250.000,Rua Doutor Oscar Monteiro de Barros,225 m²,4 quartos,4 vagas, Vila Andrade
R$ 2.950.000,Avenida José Galante,650 m²,4 quartos,5 vagas, Vila Andrade
R$ 400.000,Rua Maria José da Conceição,68 m²,3 quartos,1 vaga, Vila Andrade
R$ 550.000,Avenida Giovanni Gronchi,136 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.000.000,Rua Ascencional,200 m²,4 quartos,4 vagas, Vila Andrade
R$ 400.000,Rua Deputado João Sussumu Hirata,65 m²,1 quarto,1 vaga, Vila Andrade
R$ 1.250.000,Rua Alexandre Benois,254 m²,3 quartos,4 vagas, Vila Andrade
R$ 950.000,Rua Almansa,135 m²,4 quartos,3 vagas, Vila Andrade
R$ 590.000,Rua José da Silva Ribeiro,102 m²,3 quartos,2 vagas, Vila Andrade
R$ 420.000,Rua Itatupa,60 m²,1 quarto,2 vagas, Vila Andrade
R$ 690.000,Rua José Carlos de Toledo Piza,200 m²,3 quartos,3 vagas, Vila Andrade
R$ 790.000,Rua Deputado João Sussumu Hirata,175 m²,3 quartos,3 vagas, Vila Andrade
R$ 335.000,Avenida Giovanni Gronchi,55 m²,2 quartos,2 vagas, Vila Andrade
R$ 825.000,Rua Doutor James Ferraz Alvim,197 m²,5 quartos,3 vagas, Vila Andrade
R$ 1.390.000,Avenida José Galante,220 m²,4 quartos,4 vagas, Vila Andrade
R$ 1.300.000,Rua Itajara,280 m²,4 quartos,4 vagas, Vila Andrade
R$ 700.000,Avenida José Galante,130 m²,3 quartos,3 vagas, Vila Andrade
R$ 650.000,Rua Itatupa,85 m²,2 quartos,2 vagas, Vila Andrade
R$ 580.000,Rua Nelson Gama de Oliveira,87 m²,2 quartos,2 vagas, Vila Andrade
R$ 419.000,Rua Nelson Gama de Oliveira,150 m²,3 quartos,2 vagas, Vila Andrade
R$ 278.000,Rua Cantori,41 m²,2 quartos,Sem vaga, Vila Andrade
R$ 850.000,Rua Alcantarilla,146 m²,4 quartos,3 vagas, Vila Andrade
R$ 650.000,Rua Charles Spencer Chaplin,130 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.450.000,Rua Professor Alexandre Correia,287 m²,4 quartos,4 vagas, Vila Andrade
R$ 1.200.000,Rua Doutor José de Andrade Figueira,232 m²,3 quartos,4 vagas, Vila Andrade
R$ 1.150.000,Rua Itamira,190 m²,4 quartos,4 vagas, Vila Andrade
R$ 485.000,Avenida Doutor Guilherme Dumont Villares,90 m²,3 quartos,2 vagas, Vila Andrade
R$ 384.000,Avenida Giovanni Gronchi,65 m²,1 quarto,1 vaga, Vila Andrade
R$ 430.000,Avenida José Galante,79 m²,2 quartos,1 vaga, Vila Andrade
R$ 1.757.745,Avenida José Galante,290 m²,4 quartos,5 vagas, Vila Andrade
R$ 1.280.000,Rua Itapimirum,310 m²,4 quartos,5 vagas, Vila Andrade
R$ 950.000,Rua Doutor James Ferraz Alvim,200 m²,4 quartos,3 vagas, Vila Andrade
R$ 2.300.000,Rua Doutor Oscar Monteiro de Barros,247 m²,4 quartos,5 vagas, Vila Andrade
R$ 1.150.000,Rua Charles Spencer Chaplin,210 m²,4 quartos,5 vagas, Vila Andrade
R$ 220.000,Rua José Maria Pinto Zilli,49 m²,2 quartos,1 vaga, Vila Andrade
"R$ 453.706,48",Avenida Giovanni Gronchi,80 m²,3 quartos,1 vaga, Vila Andrade
R$ 1.290.000,Rua Deputado Laércio Corte,290 m²,4 quartos,4 vagas, Vila Andrade
R$ 650.000,Rua Itapimirum,140 m²,3 quartos,2 vagas, Vila Andrade
R$ 2.800.000,Estrada Carlos Queiroz Telles,334 m²,4 quartos,5 vagas, Vila Andrade
R$ 690.000,Rua Doutor Oscar Monteiro de Barros,125 m²,3 quartos,3 vagas, Vila Andrade
R$ 1.350.000,Rua Abdo Ambuba,274 m²,3 quartos,3 vagas, Vila Andrade
R$ 1.700.000,Avenida José Galante,271 m²,4 quartos,5 vagas, Vila Andrade
R$ 1.890.000,Rua Domenico Perotti,272 m²,4 quartos,5 vagas, Vila Andrade
R$ 2.500.000,Rua Forte William,350 m²,3 quartos,5 vagas, Vila Andrade
R$ 840.000,Rua Alcantarilla,100 m²,3 quartos,2 vagas, Vila Andrade
R$ 289.000,Avenida Giovanni Gronchi,58 m²,2 quartos,2 vagas, Vila Andrade
R$ 870.000,Avenida José Galante,170 m²,3 quartos,3 vagas, Vila Andrade
R$ 1.390.000,Rua José Ramon Urtiza,173 m²,3 quartos,3 vagas, Vila Andrade
R$ 1.000.000,Rua Almansa,160 m²,3 quartos,3 vagas, Vila Andrade
R$ 2.050.000,Rua David Gebara,337 m²,4 quartos,6 vagas, Vila Andrade
R$ 430.000,Rua Catuti,69 m²,2 quartos,2 vagas, Vila Andrade
R$ 2.900.000,Estrada Carlos Queiroz Telles,385 m²,4 quartos,6 vagas, Vila Andrade
R$ 1.115.000,Rua Abdo Ambuba,198 m²,3 quartos,3 vagas, Vila Andrade
R$ 949.000,Rua Doutor José Gustavo Bush,275 m²,3 quartos,3 vagas, Vila Andrade
R$ 550.000,Rua do Símbolo,125 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.075.000,Rua Abdo Ambuba,198 m²,3 quartos,3 vagas, Vila Andrade
R$ 300.000,Rua José Carlos de Toledo Piza,68 m²,3 quartos,1 vaga, Vila Andrade
R$ 795.000,Rua Jandiatuba,140 m²,3 quartos,2 vagas, Vila Andrade
R$ 374.500,Rua José Carlos de Toledo Piza,70 m²,3 quartos,1 vaga, Vila Andrade
R$ 510.000,Rua Deputado João Sussumu Hirata,104 m²,3 quartos,3 vagas, Vila Andrade
R$ 2.700.000,Rua Doutor James Ferraz Alvim,393 m²,4 quartos,5 vagas, Vila Andrade
R$ 850.000,Rua Doutor Francisco Degni,234 m²,4 quartos,4 vagas, Vila Andrade
R$ 1.300.000,Rua Ambrizette,200 m²,4 quartos,4 vagas, Vila Andrade
R$ 625.000,Rua Frederico Guarinon,89 m²,2 quartos,2 vagas, Vila Andrade
R$ 1.100.000,Avenida Giovanni Gronchi,561 m²,4 quartos,3 vagas, Vila Andrade
R$ 390.000,Rua Francisco José da Silva,51 m²,2 quartos,1 vaga, Vila Andrade
R$ 589.999,Rua Jamanari,180 m²,3 quartos,3 vagas, Vila Andrade
R$ 270.000,Rua Manoel Antônio Pinto,50 m²,2 quartos,1 vaga, Vila Andrade
R$ 289.000,Rua Cascado,52 m²,2 quartos,1 vaga, Vila Andrade
R$ 850.000,Rua Dankmar Adler,103 m²,2 quartos,2 vagas, Vila Andrade
R$ 270.000,Rua José Carlos de Toledo Piza,67 m²,3 quartos,1 vaga, Vila Andrade
R$ 690.000,Rua Doutor José de Andrade Figueira,152 m²,4 quartos,2 vagas, Vila Andrade
R$ 680.000,Rua Doutor José de Andrade Figueira,134 m²,4 quartos,2 vagas, Vila Andrade
R$ 350.000,Rua José Carlos de Toledo Piza,67 m²,3 quartos,1 vaga, Vila Andrade
R$ 320.000,Avenida Giovanni Gronchi,60 m²,2 quartos,2 vagas, Vila Andrade
R$ 318.000,Rua Delegado Moraes Novaes,56 m²,2 quartos,2 vagas, Vila Andrade
R$ 500.000,Rua José de Oliveira Coelho,140 m²,3 quartos,2 vagas, Vila Andrade
R$ 365.000,Rua Doutor Laerte Setúbal,67 m²,3 quartos,1 vaga, Vila Andrade
R$ 500.000,Rua José de Oliveira Coelho,79 m²,3 quartos,2 vagas, Vila Andrade
R$ 459.000,Rua José Carlos de Toledo Piza,72 m²,3 quartos,1 vaga, Vila Andrade
R$ 330.000,Rua Sophia Ambuba,96 m²,3 quartos,2 vagas, Vila Andrade
R$ 620.000,Rua Domingos Lopes da Silva,120 m²,3 quartos,2 vagas, Vila Andrade
R$ 620.000,Rua Frederico Guarinon,90 m²,3 quartos,2 vagas, Vila Andrade
R$ 290.000,Rua Doutor Laerte Setúbal,59 m²,2 quartos,1 vaga, Vila Andrade
R$ 379.000,Rua do Símbolo,74 m²,3 quartos,2 vagas, Vila Andrade
R$ 395.000,Rua Dom Salomão Ferraz,62 m²,2 quartos,1 vaga, Vila Andrade
R$ 610.000,Rua Alcantarilla,120 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.500.000,Rua Itapimirum,177 m²,4 quartos,4 vagas, Vila Andrade
R$ 265.000,Avenida Giovanni Gronchi,56 m²,2 quartos,2 vagas, Vila Andrade
R$ 280.000,Avenida Giovanni Gronchi,53 m²,2 quartos,2 vagas, Vila Andrade
R$ 405.000,Rua João Simões de Souza,69 m²,3 quartos,1 vaga, Vila Andrade
R$ 595.000,Rua Deputado João Sussumu Hirata,170 m²,4 quartos,3 vagas, Vila Andrade
R$ 550.000,Rua Doutor José de Andrade Figueira,110 m²,3 quartos,3 vagas, Vila Andrade
R$ 460.000,Rua da Chibata,74 m²,3 quartos,1 vaga, Vila Andrade
R$ 270.000,Rua Manoel Antônio Pinto,50 m²,2 quartos,1 vaga, Vila Andrade
R$ 630.000,Rua Francisco Pessoa,135 m²,3 quartos,3 vagas, Vila Andrade
R$ 420.000,Rua Doutor Oscar Monteiro de Barros,75 m²,2 quartos,2 vagas, Vila Andrade
R$ 445.000,Rua Charles Spencer Chaplin,68 m²,2 quartos,2 vagas, Vila Andrade
R$ 1.000.000,Rua Doutor James Ferraz Alvim,290 m²,4 quartos,3 vagas, Vila Andrade
R$ 900.000,Rua Antônio Aggio,124 m²,3 quartos,4 vagas, Vila Andrade
R$ 650.000,Avenida Giovanni Gronchi,135 m²,3 quartos,2 vagas, Vila Andrade
R$ 280.000,Rua Antônio Aggio,49 m²,2 quartos,1 vaga, Vila Andrade
"R$ 439.126,8",Rua Doutor Laerte Setúbal,70 m²,2 quartos,2 vagas, Vila Andrade
"R$ 888.385,54",Rua Leonardo Cerveira Varandas,140 m²,4 quartos,2 vagas, Vila Andrade
R$ 350.000,Avenida Giovanni Gronchi,85 m²,2 quartos,2 vagas, Vila Andrade
R$ 1.590.000,Rua Deputado Laércio Corte,244 m²,4 quartos,4 vagas, Vila Andrade
R$ 629.000,Rua José Carlos de Toledo Piza,198 m²,4 quartos,3 vagas, Vila Andrade
R$ 1.100.000,Rua Itapimirum,370 m²,4 quartos,4 vagas, Vila Andrade
R$ 430.000,Rua Doutor Carlos Aldrovandi,116 m²,2 quartos,1 vaga, Vila Andrade
R$ 1.500.000,Avenida José Galante,320 m²,4 quartos,4 vagas, Vila Andrade
R$ 590.000,Rua Samia Haddad,96 m²,2 quartos,2 vagas, Vila Andrade
R$ 680.000,Avenida Giovanni Gronchi,176 m²,4 quartos,4 vagas, Vila Andrade
R$ 480.000,Rua Doutor Chibata Miyakoshi,59 m²,1 quarto,2 vagas, Vila Andrade
R$ 680.000,Rua José Carlos de Toledo Piza,198 m²,3 quartos,3 vagas, Vila Andrade
R$ 450.000,Rua Doutor Laerte Setúbal,119 m²,2 quartos,1 vaga, Vila Andrade
R$ 385.000,Rua Eduardo Ambuba,83 m²,3 quartos,1 vaga, Vila Andrade
R$ 590.000,Avenida Giovanni Gronchi,123 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.200.000,Rua Doutor Oscar Monteiro de Barros,325 m²,4 quartos,5 vagas, Vila Andrade
R$ 870.000,Rua Abdo Ambuba,150 m²,3 quartos,2 vagas, Vila Andrade
R$ 390.000,Rua Charles Spencer Chaplin,78 m²,2 quartos,2 vagas, Vila Andrade
R$ 450.000,Rua Alexandre Benois,62 m²,2 quartos,1 vaga, Vila Andrade
R$ 550.000,Rua Antônio Aggio,240 m²,4 quartos,3 vagas, Vila Andrade
R$ 495.000,Rua do Ângulo,127 m²,3 quartos,2 vagas, Vila Andrade
R$ 3.200.000,Rua Antônio Aggio,590 m²,4 quartos,5 vagas, Vila Andrade
R$ 1.050.000,Rua Doutor James Ferraz Alvim,256 m²,4 quartos,4 vagas, Vila Andrade
R$ 890.000,Rua Doutor Oscar Monteiro de Barros,180 m²,3 quartos,4 vagas, Vila Andrade
R$ 600.000,Rua Alcantarilla,98 m²,3 quartos,2 vagas, Vila Andrade
R$ 1.015.000,Rua David Gebara,325 m²,4 quartos,3 vagas, Vila Andrade
R$ 300.000,Rua Marie Nader Calfat,55 m²,2 quartos,1 vaga, Vila Andrade
R$ 2.500.000,Estrada Carlos Queiroz Telles,385 m²,4 quartos,6 vagas, Vila Andrade
R$ 600.000,Rua Doutor James Ferraz Alvim,127 m²,4 quartos,3 vagas, Vila Andrade
R$ 1.000.000,Rua Alexandre Benois,150 m²,3 quartos,3 vagas, Vila Andrade
R$ 520.000,Rua Nazira Carone,75 m²,2 quartos,1 vaga, Vila Andrade
R$ 900.000,Rua Abdo Ambuba,223 m²,4 quartos,4 vagas, Vila Andrade
R$ 1.295.000,Estrada Carlos Queiroz Telles,225 m²,4 quartos,4 vagas, Vila Andrade
R$ 397.000,Rua Coronel Francisco de Oliveira Simões,69 m²,3 quartos,2 vagas, Vila Andrade
"R$ 529.140,48",Rua Almansa,96 m²,2 quartos,2 vagas, Vila Andrade
"R$ 440.490,84",Rua Charles Spencer Chaplin,49 m²,1 quarto,1 vaga, Vila Andrade
"R$ 1.192.440,57",Rua Itajara,160 m²,4 quartos,3 vagas, Vila Andrade
R$ 750.000,Rua Marie Nader Calfat,147 m²,3 quartos,3 vagas, Vila Andrade
R$ 360.000,Rua Francisco José da Silva,38 m²,1 quarto,1 vaga, Vila Andrade
R$ 950.000,Rua Aureliano Guimarães,138 m²,3 quartos,3 vagas, Vila Andrade
R$ 1.650.000,Rua Cancioneiro de Évora,129 m²,2 quartos,3 vagas, Santo Amaro
"R$ 279.770,46",Rua Conselheiro Furtado,35 m²,1 quarto,Sem vaga, Liberdade
R$ 814.500,Rua Borges Lagoa 94,55 m²,2 quartos,1 vaga, Vila Clementino
R$ 1.511.000,Rua Agostinho Rodrigues Filho,152 m²,4 quartos,3 vagas, Vila Clementino
R$ 1.600.000,Rua Doutor Diogo de Faria,135 m²,4 quartos,3 vagas, Vila Clementino
R$ 1.800.000,Rua Doutor Bacelar,130 m²,3 quartos,2 vagas, Vila Clementino
R$ 680.000,Rua Machado Bittencourt,90 m²,3 quartos,1 vaga, Vila Clementino
R$ 900.000,Rua Estado de Israel,49 m²,2 quartos,1 vaga, Vila Clementino
R$ 1.436.000,Rua Leopoldo de Bulhões,74 m²,2 quartos,1 vaga, Vila Clementino
R$ 1.000.000,Rua Leopoldo de Bulhões,73 m²,2 quartos,1 vaga, Vila Clementino
R$ 3.138.000,Rua Luís Góis,200 m²,3 quartos,3 vagas, Vila Clementino
R$ 780.000,Rua Pedro de Toledo,100 m²,2 quartos,1 vaga, Vila Clementino
R$ 2.350.000,Rua Leandro Dupré,169 m²,3 quartos,3 vagas, Vila Clementino
R$ 2.350.000,Rua Leandro Dupré,169 m²,3 quartos,3 vagas, Vila Clementino
R$ 1.150.000,Avenida Doutor Altino Arantes,137 m²,4 quartos,2 vagas, Vila Clementino
R$ 1.150.000,Avenida Doutor Altino Arantes,137 m²,4 quartos,2 vagas, Vila Clementino
R$ 1.100.000,Avenida Doutor Altino Arantes,132 m²,4 quartos,2 vagas, Vila Clementino
R$ 1.200.000,Rua Napoleão de Barros,96 m²,3 quartos,2 vagas, Vila Clementino
R$ 800.000,Rua Sena Madureira,105 m²,3 quartos,2 vagas, Vila Clementino
R$ 1.340.000,Rua Loefgren,118 m²,3 quartos,4 vagas, Vila Clementino
R$ 700.000,Rua Pedro de Toledo,54 m²,2 quartos,2 vagas, Vila Clementino
R$ 800.000,Rua Sena Madureira,76 m²,3 quartos,2 vagas, Vila Clementino
R$ 630.000,Rua Doutor Diogo de Faria,63 m²,2 quartos,1 vaga, Vila Clementino
R$ 1.090.000,Rua Estado de Israel,110 m²,3 quartos,1 vaga, Vila Clementino
R$ 475.000,Rua Borges Lagoa,46 m²,1 quarto,1 vaga, Vila Clementino
R$ 795.000,Rua Tenente Gomes Ribeiro,80 m²,2 quartos,Sem vaga, Vila Clementino
R$ 630.000,Rua Doutor Diogo de Faria,63 m²,2 quartos,1 vaga, Vila Clementino
"R$ 691.601,89",Rua Sena Madureira,79 m²,2 quartos,1 vaga, Vila Clementino
R$ 640.000,Rua Machado Bittencourt,126 m²,3 quartos,1 vaga, Vila Clementino
"R$ 816.083,21",Rua Sena Madureira,105 m²,4 quartos,1 vaga, Vila Clementino
R$ 370.000,Rua Napoleão de Barros,33 m²,Studio,1 vaga, Vila Clementino
R$ 2.350.000,Rua Doutor Diogo de Faria,185 m²,3 quartos,2 vagas, Vila Clementino
R$ 1.300.000,Avenida Doutor Altino Arantes,104 m²,4 quartos,3 vagas, Vila Clementino
R$ 940.000,Rua Estado de Israel,103 m²,3 quartos,1 vaga, Vila Clementino
R$ 4.100.000,Rua Luís Góis,200 m²,3 quartos,3 vagas, Vila Clementino
R$ 1.200.000,Avenida Onze de Junho,127 m²,3 quartos,2 vagas, Vila Clementino
R$ 1.100.000,Rua Mirassol,105 m²,3 quartos,2 vagas, Vila Clementino
R$ 734.000,Rua Borges Lagoa,58 m²,2 quartos,1 vaga, Vila Clementino
R$ 2.870.000,Avenida Professor Ascendino Reis,161 m²,3 quartos,3 vagas, Vila Clementino
R$ 640.000,Rua Napoleão de Barros,78 m²,2 quartos,2 vagas, Vila Clementino
R$ 650.000,Rua Machado Bittencourt,75 m²,2 quartos,1 vaga, Vila Clementino
R$ 1.400.000,Rua Doutor Bacelar,146 m²,3 quartos,2 vagas, Vila Clementino
R$ 814.500,Rua Estado de Israel,78 m²,3 quartos,1 vaga, Vila Clementino
R$ 841.000,Rua Estado de Israel,78 m²,2 quartos,1 vaga, Vila Clementino
R$ 895.000,Rua Estado de Israel,67 m²,2 quartos,1 vaga, Vila Clementino
R$ 875.000,Rua Borges Lagoa,102 m²,3 quartos,1 vaga, Vila Clementino
R$ 700.000,Rua Agostinho Rodrigues Filho,81 m²,2 quartos,1 vaga, Vila Clementino
R$ 620.000,Rua Pedro de Toledo,54 m²,2 quartos,2 vagas, Vila Clementino
R$ 755.000,Avenida Doutor Altino Arantes,75 m²,2 quartos,1 vaga, Vila Clementino
"R$ 658.394,36",Rua Pedro de Toledo,68 m²,2 quartos,1 vaga, Vila Clementino
R$ 480.000,Rua Borges Lagoa,63 m²,2 quartos,Sem vaga, Vila Clementino
R$ 1.100.000,Rua Napoleão de Barros,94 m²,3 quartos,2 vagas, Vila Clementino
R$ 814.500,Rua Borges Lagoa,55 m²,2 quartos,1 vaga, Vila Clementino
R$ 780.000,Rua Doutor Bacelar,82 m²,2 quartos,1 vaga, Vila Clementino
R$ 700.000,Rua Borges Lagoa,50 m²,2 quartos,1 vaga, Vila Clementino
R$ 370.000,Rua Doutor Diogo de Faria,35 m²,1 quarto,1 vaga, Vila Clementino
R$ 715.000,Avenida Onze de Junho,82 m²,2 quartos,1 vaga, Vila Clementino
R$ 1.200.000,Rua Mirassol,97 m²,3 quartos,2 vagas, Vila Clementino
R$ 780.000,Rua Sena Madureira,76 m²,3 quartos,1 vaga, Vila Clementino
R$ 220.000,Rua Borges Lagoa,26 m²,1 quarto,1 vaga, Vila Clementino
R$ 1.420.000,Rua Loefgren,154 m²,3 quartos,4 vagas, Vila Clementino
R$ 658.000,Avenida Doutor Altino Arantes,65 m²,2 quartos,1 vaga, Vila Clementino
R$ 590.000,Rua José de Magalhães,70 m²,2 quartos,1 vaga, Vila Clementino
R$ 2.000.000,Rua Estado de Israel,200 m²,4 quartos,3 vagas, Vila Clementino
